question,main_answer,sub_answer,level,examples,part_of_speech,kanji_string,meaning_string,reading_string,meaning_mnemonic
"Japanese Style Clothes, Japanese Clothing, Japanese Style Clothing, Japanese Clothes",わふく,和服,9,"キモノなどの和服は、日本の文化の一部です。 
 Japanese style clothes like kimono are a part of Japanese culture. 

 うちのおばあちゃんは和服を作るのが上手です。 
 My grandmother is good at making Japanese style clothing. 

 和服でマラソンをする日本人を見たことがありますか？ 
 Have you seen Japanese people running marathons in Japanese style clothes?",noun,和|服,"Peace, Japanese Style|Clothes, Clothing","わ, お, なご, やわ, かず, より|ふく","Japanese style clothes (Japanese Style Clothes). We're talking kimonos and yukata and things like that. Basically, this differentiates Japanese clothing from Western clothing. 

What kind of clothes will you wear to the festival tonight? Oh, probably some 和服."
予定,"Plan, Schedule, Estimate",よてい,9,"明日の予定は何ですか？ 
 What are your plans for tomorrow? 

 今週末は友人とかき氷を食べに行く予定です。 
 I plan to go eat shaved ice with friends this weekend. 

 せっかく来週の予定を立てたのに、インフルエンザのせいで休まなければいけません。 
 I have to take a rest because of the flu, even though I already made plans for next week.","noun, verbal noun",予|定,Beforehand|Determine,"よ, あらかじ|てい, じょう, さだ",Something has been determined beforehand. What is this thing? This action? It is a plan.
"Plan, Schedule, Estimate",よてい,予定,9,"明日の予定は何ですか？ 
 What are your plans for tomorrow? 

 今週末は友人とかき氷を食べに行く予定です。 
 I plan to go eat shaved ice with friends this weekend. 

 せっかく来週の予定を立てたのに、インフルエンザのせいで休まなければいけません。 
 I have to take a rest because of the flu, even though I already made plans for next week.","noun, verbal noun",予|定,Beforehand|Determine,"よ, あらかじ|てい, じょう, さだ",Something has been determined beforehand. What is this thing? This action? It is a plan.
決定,"Decision, Determination",けってい,9,"今すぐは決定出来ません。 
 I can't decide right away. 

 アメリカに支店をオープンするかどうかは明日のミーティングで決定します。 
 We'll decide in tomorrow's meeting whether to open a branch in the United States. 

 ホリコシ先生、ご自分のマンガのアニメ化決定について、どう思われますか？ 
 Horikoshi-sensei, how do you feel about the decision to animate your manga?","noun, verbal noun",決|定,"Decide, Decision|Determine","けつ, き|てい, じょう, さだ",It's been decided and determined. The decision has been made.
"Decision, Determination",けってい,決定,9,"今すぐは決定出来ません。 
 I can't decide right away. 

 アメリカに支店をオープンするかどうかは明日のミーティングで決定します。 
 We'll decide in tomorrow's meeting whether to open a branch in the United States. 

 ホリコシ先生、ご自分のマンガのアニメ化決定について、どう思われますか？ 
 Horikoshi-sensei, how do you feel about the decision to animate your manga?","noun, verbal noun",決|定,"Decide, Decision|Determine","けつ, き|てい, じょう, さだ",It's been decided and determined. The decision has been made.
実,"Truth, Reality",じつ,9,"この女の人は、私の実の母ではありません。 
 This woman is not my true mother. 

 プロフィールでは２５才と言ってるんですが、実は私３５才なんです。 
 My profile says twenty-five years old, but in reality, I'm actually thirty-five years old. 

 実を言うと私、こう見えてもオリンピックに出たことがあるんです。 
 As a matter of fact, I've been on the Olympics even though I may not look like it.","noun, の adjective",実,"Truth, Reality, Fruit","じつ, み, みの",The kanji and the word are exactly the same. That means they share meanings as well.
"Truth, Reality",じつ,実,9,"この女の人は、私の実の母ではありません。 
 This woman is not my true mother. 

 プロフィールでは２５才と言ってるんですが、実は私３５才なんです。 
 My profile says twenty-five years old, but in reality, I'm actually thirty-five years old. 

 実を言うと私、こう見えてもオリンピックに出たことがあるんです。 
 As a matter of fact, I've been on the Olympics even though I may not look like it.","noun, の adjective",実,"Truth, Reality, Fruit","じつ, み, みの",The kanji and the word are exactly the same. That means they share meanings as well.
事実,"Fact, Factual, In Fact",じじつ,9,"以上は、全て事実です。 
 All of the above is factual. 

 この本には、数学にまつわる事実がたくさんのってます。 
 This book has many facts about mathematics. 

 全日本の人々が知っている事実だが、鳥取のカニはおいしい。 
 It's a fact that all Japanese people know, but crabs in Tottori are delicious. 

 父は事実、それを知っていました。 
 Dad, in fact, knew about that.","noun, adverb, の adjective",事|実,"Occurrence, Thing, Matter|Truth, Reality, Fruit","じ, こと, つか|じつ, み, みの","The occurrence of truth is a fact.

事実 is primarily used as a noun, but it can also be used to say something is factual. Additionally, in relatively formal writing it can be used as an adverb to mean in fact."
"Fact, Factual, In Fact",じじつ,事実,9,"以上は、全て事実です。 
 All of the above is factual. 

 この本には、数学にまつわる事実がたくさんのってます。 
 This book has many facts about mathematics. 

 全日本の人々が知っている事実だが、鳥取のカニはおいしい。 
 It's a fact that all Japanese people know, but crabs in Tottori are delicious. 

 父は事実、それを知っていました。 
 Dad, in fact, knew about that.","noun, adverb, の adjective",事|実,"Occurrence, Thing, Matter|Truth, Reality, Fruit","じ, こと, つか|じつ, み, みの","The occurrence of truth is a fact.

事実 is primarily used as a noun, but it can also be used to say something is factual. Additionally, in relatively formal writing it can be used as an adverb to mean in fact."
実力,"True Strength, True Ability, True Power",じつりょく,9,"全ての実力を出しても、同点の引き分けでした。 
 Even if I used all of my true strength, it was still a draw. 

 弟は実力があるのに、なぜプロになれないのか不安に思っているようです。 
 The younger brother seems to be worried about why he cannot be a professional, despite his true strength. 

 コウイチのフラダンスの実力は本物です。 
 Koichi's hula dancing abilities are genuine.",noun,実|力,"Truth, Reality, Fruit|Power, Strength, Ability","じつ, み, みの|りょく, りき, ちから",The truth behind someone's strength is their true strength. It is also their true ability.
